title,company,location,url,experience,salary,description,source,scrape_date,job_type,keywords
Business Analyst / Financial Analyst / Management Trainee,Milestone Online Technology,"Hybrid - Bhopal, Indore, Raipur",https://www.naukri.com/job-listings-business-analyst-financial-analyst-management-trainee-milestone-online-technology-bhopal-indore-raipur-0-to-1-years-160425003744,,,No Description Available,Naukri,2025-04-27,Full Time,
"Research Analyst, Valuations",Crisil,"Mumbai, Pune, Gurugram",https://www.naukri.com/job-listings-research-analyst-valuations-crisil-limited-mumbai-pune-gurugram-1-to-3-years-280325014808,,,No Description Available,Naukri,2025-04-27,Full Time,
ACCA- Freshers- Kochi,EY,"Hybrid - Kochi, Thiruvananthapuram",https://www.naukri.com/job-listings-acca-freshers-kochi-ey-kochi-thiruvananthapuram-0-to-1-years-230425012258,,,No Description Available,Naukri,2025-04-27,Full Time,
Senior Credit Analyst,Indusind Bank,New Delhi,https://www.naukri.com/job-listings-senior-credit-analyst-indusind-bank-limited-new-delhi-0-to-4-years-150425912571,,,No Description Available,Naukri,2025-04-27,Full Time,
Assistant/ Associate Professor- Finance with ITM University @ Raipur,Itm Edutech Training,"Durg, Bilaspur, Raipur",https://www.naukri.com/job-listings-assistant-associate-professor-finance-with-itm-university-raipur-itm-edutech-training-durg-bilaspur-raipur-0-to-5-years-240425020040,,,No Description Available,Naukri,2025-04-27,Full Time,
Analyst,Wipro,Gurugram,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-0-to-3-years-090425923296,,,No Description Available,Naukri,2025-04-27,Full Time,
Relationship Executive,Randstad India Private Limited,"Hybrid - Pathanamthitta, Kollam, Thiruvananthapuram",https://www.naukri.com/job-listings-relationship-executive-randstad-pathanamthitta-kollam-thiruvananthapuram-0-to-1-years-080324008945,,,No Description Available,Naukri,2025-04-27,Full Time,
Deals & Financial Modeling Associate,U.S.Gandhi & Co.,Mumbai,https://www.naukri.com/job-listings-deals-financial-modeling-associate-u-s-gandhi-co-mumbai-1-to-2-years-210425905167,,,No Description Available,Naukri,2025-04-27,Full Time,
Software Testing & Support Analyst,Globussoft,Bhilai,https://www.naukri.com/job-listings-software-testing-support-analyst-globussoft-bhilai-0-to-1-years-240325020649,,,No Description Available,Naukri,2025-04-27,Full Time,
Business Analyst / Financial Analyst / Management Trainee,Milestone Online Technology,"Hybrid - Kolkata, Delhi / NCR, Mumbai (All Areas)",https://www.naukri.com/job-listings-business-analyst-financial-analyst-management-trainee-milestone-online-technology-kolkata-delhi-ncr-mumbai-all-areas-0-to-1-years-160425003716,,,No Description Available,Naukri,2025-04-27,Full Time,
Financial Analyst,Resy,Gurugram,https://www.naukri.com/job-listings-financial-analyst-resy-gurugram-1-to-3-years-180425502203,,,No Description Available,Naukri,2025-04-27,Full Time,
Financial Analyst,Spartan Technologies,"Noida, Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",https://www.naukri.com/job-listings-financial-analyst-spartan-technologies-noida-kolkata-hyderabad-pune-ahmedabad-chennai-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-250425014217,,,No Description Available,Naukri,2025-04-27,Full Time,
Commercial & Investment Bank - Strategy - Analyst,JPMorgan Chase Bank,Mumbai,https://www.naukri.com/job-listings-commercial-investment-bank-strategy-analyst-jpmorgan-chase-mumbai-0-to-4-years-180425504178,,,No Description Available,Naukri,2025-04-27,Full Time,
Sales Executive - Medical devices,Allengers Global Health Care Pvt Ltd,Raipur,https://www.naukri.com/job-listings-sales-executive-medical-devices-allengers-global-health-care-pvt-ltd-raipur-0-to-2-years-040425016465,,,No Description Available,Naukri,2025-04-27,Full Time,
American Express- Financial Analyst- Gurugram,AMERICAN EXPRESS,"Hybrid - Gurugram, Delhi / NCR",https://www.naukri.com/job-listings-american-express-financial-analyst-gurugram-american-express-gurugram-delhi-ncr-1-to-4-years-090425015962,,,No Description Available,Naukri,2025-04-27,Full Time,
Data Analyst,Milestone Online Technology,"Hybrid - Kochi, Visakhapatnam, Coimbatore",https://www.naukri.com/job-listings-data-analyst-milestone-online-technology-kochi-visakhapatnam-coimbatore-0-to-1-years-020425004710,,,No Description Available,Naukri,2025-04-27,Full Time,
ITTS-Transfer Pricing - Advanced Analyst,EY,Kochi,https://www.naukri.com/job-listings-itts-transfer-pricing-advanced-analyst-ernst-young-kochi-0-to-2-years-250425502031,,,No Description Available,Naukri,2025-04-27,Full Time,
V-Guard - Costing Analyst,V Guard,Kochi,https://www.naukri.com/job-listings-v-guard-costing-analyst-v-guard-industries-ltd-kochi-0-to-3-years-150425919667,,,No Description Available,Naukri,2025-04-27,Full Time,
Deals & Financial Modeling Associate,U.S.Gandhi & Co.,Mumbai,https://www.naukri.com/job-listings-deals-financial-modeling-associate-u-s-gandhi-co-mumbai-1-to-2-years-210425905167,,,No Description Available,Naukri,2025-04-27,Full Time,
Required Telecaller - Work From Home (WFH),Hiring for a Corporate,"Hybrid - Bulandshahr, Varanasi, Gonda, Gorakhpur, Kheri, Lakhimpur, Agra, Hardoi, Bijnor",https://www.naukri.com/job-listings-required-telecaller-work-from-home-wfh-hiring-for-a-corporate-varanasi-gonda-gorakhpur-kheri-lakhimpur-bulandshahr-agra-hardoi-bijnor-0-to-5-years-240924003920,,,No Description Available,Naukri,2025-04-27,Full Time,
ERP Business Analyst - Finance Module,Attinad Software Pvt. Ltd,Thiruvananthapuram,https://www.naukri.com/job-listings-erp-business-analyst-finance-module-attinad-software-pvt-ltd-thiruvananthapuram-1-to-3-years-280325500254,,,No Description Available,Naukri,2025-04-27,Full Time,
Financial Analyst,Spartan Technologies,"Noida, Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",https://www.naukri.com/job-listings-financial-analyst-spartan-technologies-noida-kolkata-hyderabad-pune-ahmedabad-chennai-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-250425014217,,,No Description Available,Naukri,2025-04-27,Full Time,
Required Telecaller - Work From Home (WFH),Hiring for a Corporate,"Hybrid - Bulandshahr, Chitrakoot, Chandauli, Budaun, Etah, Deoria, Farrukhabad, Fatehpur, Etawah",https://www.naukri.com/job-listings-required-telecaller-work-from-home-wfh-hiring-for-a-corporate-chitrakoot-chandauli-bulandshahr-budaun-etah-deoria-farrukhabad-fatehpur-etawah-0-to-5-years-010225004123,,,No Description Available,Naukri,2025-04-27,Full Time,
Financial Analysis - Analyst,JPMorgan Chase Bank,Bengaluru,https://www.naukri.com/job-listings-financial-analysis-analyst-jpmorgan-chase-bengaluru-0-to-6-years-230425500015,,,No Description Available,Naukri,2025-04-27,Full Time,
PMO-Financial Analyst,ARS Traffic & Transport Technology,Thiruvananthapuram,https://www.naukri.com/job-listings-pmo-financial-analyst-ars-traffic-transport-technology-thiruvananthapuram-1-to-4-years-020425502806,,,No Description Available,Naukri,2025-04-27,Full Time,
Deputy Manager | Senior Sales Manager - Team Handling - Axis Group,Axis Group,"Bulandshahr, Noida, Ghaziabad, Mathura, Gurugram, Delhi / NCR",https://www.naukri.com/job-listings-deputy-manager-senior-sales-manager-team-handling-axis-group-the-infinity-space-noida-ghaziabad-bulandshahr-mathura-gurugram-delhi-ncr-1-to-5-years-040425018724,,,No Description Available,Naukri,2025-04-27,Full Time,
Finance Assistant (Female),CALS,"Kochi, Chennai, Bengaluru",https://www.naukri.com/job-listings-finance-assistant-female-l-a-consultancy-kochi-chennai-bengaluru-0-to-1-years-070425916737,,,No Description Available,Naukri,2025-04-27,Full Time,
Analyst - Corporate Finance,Caston Corporate Advisory Services,New Delhi,https://www.naukri.com/job-listings-analyst-corporate-finance-caston-corporate-advisory-services-new-delhi-0-to-5-years-240425926902,,,No Description Available,Naukri,2025-04-27,Full Time,
Walk-in Fresher's/Exp -Global MNCs For Accounts/Finance/Operations/Tax,Wisdom Bridge Consultants,"Ernakulam, Pathanamthitta, Kollam, Kottayam, Palakkad, Alleppey, Thrissur, Thiruvananthapuram, Idukki",https://www.naukri.com/job-listings-walk-in-fresher-s-exp-global-mncs-for-accounts-finance-operations-tax-wisdom-bridge-consultants-ernakulam-pathanamthitta-kollam-kottayam-palakkad-alleppey-thrissur-thiruvananthapuram-idukki-0-to-5-years-010425014589,,,No Description Available,Naukri,2025-04-27,Full Time,
Business Analyst / Financial Analyst / Management Trainee,Milestone Online Technology,"Hybrid - Noida, New Delhi, Gurugram",https://www.naukri.com/job-listings-business-analyst-financial-analyst-management-trainee-milestone-online-technology-noida-new-delhi-gurugram-0-to-1-years-170425003795,,,No Description Available,Naukri,2025-04-27,Full Time,
FULL STACK Developer Fresher (React & Node.js),Reizend It Consultants,Thiruvananthapuram,https://www.naukri.com/job-listings-full-stack-developer-fresher-react-node-js-reizend-it-consultants-thiruvananthapuram-0-to-2-years-270425001692,,,No Description Available,Naukri,2025-04-27,Full Time,
Financial Analyst,Trade Brains,"Bengaluru, HSR Layout",https://www.naukri.com/job-listings-financial-analyst-trade-brains-bengaluru-hsr-layout-0-to-5-years-250425925619,,,No Description Available,Naukri,2025-04-27,Full Time,
Business Analyst / Financial Analyst / Management Trainee,Milestone Online Technology,"Hybrid - Noida, New Delhi, Gurugram",https://www.naukri.com/job-listings-business-analyst-financial-analyst-management-trainee-milestone-online-technology-noida-new-delhi-gurugram-0-to-1-years-170425003795,,,No Description Available,Naukri,2025-04-27,Full Time,
Financial Analyst,Finlender,"Noida, Sector 62",https://www.naukri.com/job-listings-financial-analyst-finlender-noida-sector-62-1-to-4-years-250425919183,,,No Description Available,Naukri,2025-04-27,Full Time,
Field Sales Executive,Randstad india pvt ltd,Remote,https://www.naukri.com/job-listings-field-sales-executive-randstad-thiruvananthapuram-0-to-1-years-270325007970,,,No Description Available,Naukri,2025-04-27,Full Time,
Investment Banking Analyst / Associate,Hiring for client,"Gurugram, Delhi / NCR, Mumbai (All Areas)",https://www.naukri.com/job-listings-investment-banking-analyst-associate-jobaaj-a-unit-of-nishtya-infotech-gurugram-delhi-ncr-mumbai-all-areas-0-to-5-years-020425023575,,,No Description Available,Naukri,2025-04-27,Full Time,
Research Analyst,Crisil,"Mumbai, Pune",https://www.naukri.com/job-listings-research-analyst-crisil-limited-mumbai-pune-0-to-3-years-140425013585,,,No Description Available,Naukri,2025-04-27,Full Time,
Data Analyst - Malayalam Speaker (India),Peroptyx,Remote,https://www.naukri.com/job-listings-data-analyst-malayalam-speaker-india-peroptyx-kochi-0-to-5-years-010425014659,,,No Description Available,Naukri,2025-04-27,Full Time,
VA02 Financial Plan & Analysis Associate,Accenture,Gurugram,https://www.naukri.com/job-listings-va02-financial-plan-analysis-associate-accenture-solutions-pvt-ltd-gurugram-1-to-3-years-020425910296,,,No Description Available,Naukri,2025-04-27,Full Time,
Customer Service Associate,2coms,Thiruvananthapuram,https://www.naukri.com/job-listings-customer-service-associate-2coms-thiruvananthapuram-0-to-5-years-190425008214,,,No Description Available,Naukri,2025-04-27,Full Time,
Finance Analyst,Expedia,Bengaluru,https://www.naukri.com/job-listings-finance-analyst-expedia-inc-bengaluru-0-to-3-years-230425502002,,,No Description Available,Naukri,2025-04-27,Full Time,
Business Analyst / Financial Analyst / Management Trainee,Milestone Online Technology,"Hybrid - Bhopal, Indore, Raipur",https://www.naukri.com/job-listings-business-analyst-financial-analyst-management-trainee-milestone-online-technology-bhopal-indore-raipur-0-to-1-years-160425003744,,,No Description Available,Naukri,2025-04-27,Full Time,
"Research Analyst, Valuations",Crisil,"Mumbai, Pune, Gurugram",https://www.naukri.com/job-listings-research-analyst-valuations-crisil-limited-mumbai-pune-gurugram-1-to-3-years-280325014808,,,No Description Available,Naukri,2025-04-27,Full Time,
ACCA- Freshers- Kochi,EY,"Hybrid - Kochi, Thiruvananthapuram",https://www.naukri.com/job-listings-acca-freshers-kochi-ey-kochi-thiruvananthapuram-0-to-1-years-230425012258,,,No Description Available,Naukri,2025-04-27,Full Time,
Senior Credit Analyst,Indusind Bank,New Delhi,https://www.naukri.com/job-listings-senior-credit-analyst-indusind-bank-limited-new-delhi-0-to-4-years-150425912571,,,No Description Available,Naukri,2025-04-27,Full Time,
Assistant/ Associate Professor- Finance with ITM University @ Raipur,Itm Edutech Training,"Durg, Bilaspur, Raipur",https://www.naukri.com/job-listings-assistant-associate-professor-finance-with-itm-university-raipur-itm-edutech-training-durg-bilaspur-raipur-0-to-5-years-240425020040,,,No Description Available,Naukri,2025-04-27,Full Time,
Analyst,Wipro,Gurugram,https://www.naukri.com/job-listings-analyst-wipro-limited-gurugram-0-to-3-years-090425923296,,,No Description Available,Naukri,2025-04-27,Full Time,
Relationship Executive,Randstad India Private Limited,"Hybrid - Pathanamthitta, Kollam, Thiruvananthapuram",https://www.naukri.com/job-listings-relationship-executive-randstad-pathanamthitta-kollam-thiruvananthapuram-0-to-1-years-080324008945,,,No Description Available,Naukri,2025-04-27,Full Time,
Deals & Financial Modeling Associate,U.S.Gandhi & Co.,Mumbai,https://www.naukri.com/job-listings-deals-financial-modeling-associate-u-s-gandhi-co-mumbai-1-to-2-years-210425905167,,,No Description Available,Naukri,2025-04-27,Full Time,
Software Testing & Support Analyst,Globussoft,Bhilai,https://www.naukri.com/job-listings-software-testing-support-analyst-globussoft-bhilai-0-to-1-years-240325020649,,,No Description Available,Naukri,2025-04-27,Full Time,
Business Analyst / Financial Analyst / Management Trainee,Milestone Online Technology,"Hybrid - Kolkata, Delhi / NCR, Mumbai (All Areas)",https://www.naukri.com/job-listings-business-analyst-financial-analyst-management-trainee-milestone-online-technology-kolkata-delhi-ncr-mumbai-all-areas-0-to-1-years-160425003716,,,No Description Available,Naukri,2025-04-27,Full Time,
Financial Analyst,Resy,Gurugram,https://www.naukri.com/job-listings-financial-analyst-resy-gurugram-1-to-3-years-180425502203,,,No Description Available,Naukri,2025-04-27,Full Time,
Financial Analyst,Spartan Technologies,"Noida, Kolkata, Hyderabad, Pune, Ahmedabad, Chennai, Bengaluru, Delhi / NCR, Mumbai (All Areas)",https://www.naukri.com/job-listings-financial-analyst-spartan-technologies-noida-kolkata-hyderabad-pune-ahmedabad-chennai-bengaluru-delhi-ncr-mumbai-all-areas-0-to-5-years-250425014217,,,No Description Available,Naukri,2025-04-27,Full Time,
Commercial & Investment Bank - Strategy - Analyst,JPMorgan Chase Bank,Mumbai,https://www.naukri.com/job-listings-commercial-investment-bank-strategy-analyst-jpmorgan-chase-mumbai-0-to-4-years-180425504178,,,No Description Available,Naukri,2025-04-27,Full Time,
Sales Executive - Medical devices,Allengers Global Health Care Pvt Ltd,Raipur,https://www.naukri.com/job-listings-sales-executive-medical-devices-allengers-global-health-care-pvt-ltd-raipur-0-to-2-years-040425016465,,,No Description Available,Naukri,2025-04-27,Full Time,
American Express- Financial Analyst- Gurugram,AMERICAN EXPRESS,"Hybrid - Gurugram, Delhi / NCR",https://www.naukri.com/job-listings-american-express-financial-analyst-gurugram-american-express-gurugram-delhi-ncr-1-to-4-years-090425015962,,,No Description Available,Naukri,2025-04-27,Full Time,
Data Analyst,Milestone Online Technology,"Hybrid - Kochi, Visakhapatnam, Coimbatore",https://www.naukri.com/job-listings-data-analyst-milestone-online-technology-kochi-visakhapatnam-coimbatore-0-to-1-years-020425004710,,,No Description Available,Naukri,2025-04-27,Full Time,
Walk-in Fresher's/Exp -Global MNCs For Accounts/Finance/Operations/Tax,Wisdom Bridge Consultants,"Ernakulam, Pathanamthitta, Kollam, Kottayam, Palakkad, Alleppey, Thrissur, Thiruvananthapuram, Idukki",https://www.naukri.com/job-listings-walk-in-fresher-s-exp-global-mncs-for-accounts-finance-operations-tax-wisdom-bridge-consultants-ernakulam-pathanamthitta-kollam-kottayam-palakkad-alleppey-thrissur-thiruvananthapuram-idukki-0-to-5-years-010425014589,,,No Description Available,Naukri,2025-04-27,Full Time,
